0,ACCURACY,MAXDRAWDOWN,EQUITY,EQUITY/MDD,TRAIN_SIZE,TEST_SIZE,FEATURE_SIZE,MIN_SAMPLES_LEAF,MAX_DEPTH,N_ESTIMATORS,LOSS
553,0.504081633,62675,-10200,-0.162744316,200,100,2,10,6,50,DEVIANCE
554,0.525537634,87575,-14725,-0.168141593,1500,500,4,15,6,100,DEVIANCE
555,0.518741633,49612.5,-8700,-0.175359033,1500,500,2,15,3,500,DEVIANCE
556,0.504549214,39625,-7187.5,-0.181388013,1000,100,7,15,6,500,DEVIANCE
557,0.503391473,59837.5,-11025,-0.184249008,450,100,4,15,6,100,DEVIANCE
558,0.507971939,69637.5,-13137.5,-0.188655538,1500,100,2,15,3,1000,DEVIANCE
559,0.497105045,50150,-9512.5,-0.189680957,1000,100,7,10,3,1000,DEVIANCE
560,0.495150011,65062.5,-12962.5,-0.199231508,200,150,7,10,3,500,DEVIANCE
561,0.500954459,50075,-10200,-0.203694458,1000,200,7,15,6,50,DEVIANCE
562,0.507692308,47250,-10000,-0.211640212,1000,150,7,10,6,100,DEVIANCE
563,0.506944444,57337.5,-12175,-0.21233922,1500,200,2,10,6,100,DEVIANCE
564,0.512894813,68737.5,-15000,-0.218221495,1000,500,7,15,3,50,DEVIANCE
565,0.512117347,73200,-16312.5,-0.222848361,1500,200,4,10,6,1000,DEVIANCE
566,0.501344086,51337.5,-12037.5,-0.234477721,200,100,7,10,3,100,DEVIANCE
567,0.49492443,71437.5,-17412.5,-0.243744532,200,150,7,10,3,1000,DEVIANCE
568,0.49365942,89762.5,-23212.5,-0.258599081,200,100,4,15,6,500,DEVIANCE
569,0.499271137,49600,-13025,-0.262600806,450,200,4,10,6,500,DEVIANCE
570,0.511044177,66600,-17600,-0.264264264,1500,500,2,10,3,1000,DEVIANCE
571,0.509511993,60762.5,-16962.5,-0.279160667,1000,100,7,15,3,100,DEVIANCE
572,0.504226888,72075,-20125,-0.279223032,1000,200,7,10,6,500,DEVIANCE
573,0.498785228,53787.5,-15825,-0.29421334,450,200,4,10,6,1000,DEVIANCE
